"","MGM_BLD_PK","ENTIR_ADDR","USE_PURPS_CD","USE_YM","USE_QTY","USE_QTY_ORIGIN","UNIT_CD","ENGY_SPLY_KIK_CD","ENGY_ESNCNO"
"1295","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202012,50.13,NA,1,1100100000,214657735
"1296","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202012,1514.394,3245.144,8,1201000000,6100315179
"1297","41171-28364","경기도 안양시 만안구 안양동 371번지",7,202012,2904.977,NA,8,1201000000,6100315179
"1298","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202012,220,264,1,1100100000,214657726
"1299","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202012,55.164,NA,1,1100100000,214657726
"1300","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202012,59.78,128.0978,8,1201000000,6100315145
"1301","41171-28365","경기도 안양시 만안구 안양동 371번지",7,202012,1733.609,NA,8,1201000000,6100315145
"1302","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202012,320,384,1,1100100000,245026010
"1303","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202012,84,NA,1,1100100000,245026010
"1304","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202012,1175.65,2519.256,8,1201000000,6100315603
"1305","41171-28366","경기도 안양시 만안구 안양동 371번지",7,202012,1850.756,NA,8,1201000000,6100315603
"1306","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202012,230,276,1,1100100000,214657806
"1307","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202012,58.644,NA,1,1100100000,214657806
"1308","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202012,3247.986,6959.979,8,1201000000,6100315348
"1309","41171-28367","경기도 안양시 만안구 안양동 371번지",7,202012,5505.399,NA,8,1201000000,6100315348
"1310","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202012,212.5,255,1,1100100000,214657851
"1311","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202012,52.452,NA,1,1100100000,214657851
"1312","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202012,438.382,939.3837,8,1201000000,6100315491
"1313","41171-28368","경기도 안양시 만안구 안양동 371번지",7,202012,538.832,NA,8,1201000000,6100315491
"1314","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202012,195,234,1,1100100000,214657897
"1315","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202012,44.514,NA,1,1100100000,214657897
"1316","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202012,1514.394,3245.144,8,1201000000,6100315633
"1317","41171-28369","경기도 안양시 만안구 안양동 371번지",7,202012,3303.236,NA,8,1201000000,6100315633
"1318","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202012,202.5,243,1,1100100000,214657673
"1319","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202012,43.938,NA,1,1100100000,214657673
"1320","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202012,1713.67,3672.136,8,1201000000,6100315057
"1321","41171-28370","경기도 안양시 만안구 안양동 371번지",7,202012,2811.273,NA,8,1201000000,6100315057
"1322","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202012,220.825,265,1,1100100000,214657815
"1323","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202012,50.904,NA,1,1100100000,214657815
"1324","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202012,1434.692,3074.347,8,1201000000,6100315380
"1325","41171-28371","경기도 안양시 만안구 안양동 371번지",7,202012,3045.533,NA,8,1201000000,6100315380
"1326","41171-607","경기도 안양시 만안구 안양동 371번지",1,202012,18.011,NA,1,1100100000,200723789
"1327","41171-607","경기도 안양시 만안구 안양동 371번지",8,202012,40,48,1,1100100000,214657708
"1328","41171-607","경기도 안양시 만안구 안양동 371번지",8,202012,8.712,NA,1,1100100000,214657708
"1329","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,25,30,1,1100100000,214657414
"1330","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,6.192,NA,1,1100100000,214657414
"1331","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,50.825,61,1,1100100000,214657423
"1332","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,12.39,NA,1,1100100000,214657423
"1333","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202012,46.675,56,1,1100100000,214657478
"1334","41171-9997","경기도 안양시 만안구 안양동 371번지",2,202012,11.418,NA,1,1100100000,214657478
"1335","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,120.825,145,1,1100100000,214657646
"1336","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,139.74,NA,1,1100100000,214657646
"1337","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,54.175,65,1,1100100000,214657691
"1338","41171-9997","경기도 안양시 만안구 안양동 371번지",8,202012,13.164,NA,1,1100100000,214657691
